category,price,seller_id,seller_rating,reviews_count,product_rating,image_count,is_verified_seller,discount,shipping_days,Label
Watches,1305.74,S547,1.8,1239,4.1,5,TRUE,77,15,Fake
Clothing,904.43,S108,2.3,31,2,2,FALSE,3,10,Fake
Home,254.13,S177,2.1,4812,2.9,2,FALSE,48,1,Fake
Footwear,181.13,S670,1.4,2441,2.9,2,FALSE,55,6,Fake
Home,279.82,S590,2,3905,2.9,2,FALSE,81,3,Fake
Footwear,490.55,S680,1.3,1835,2.1,2,FALSE,52,3,Fake
Clothing,922.67,S583,2.3,4794,3.7,1,FALSE,20,9,Fake
Footwear,1188.54,S872,1.2,2394,2.1,3,TRUE,56,12,Fake
Electronics,643.78,S223,1.3,3621,2.3,5,FALSE,21,5,Fake
Footwear,1039.12,S925,1,1603,4,3,FALSE,18,7,Fake
Clothing,443.01,S930,1,3620,2.9,2,FALSE,1,5,Fake
Footwear,979.97,S855,3,529,1.1,5,FALSE,41,9,Fake
Electronics,666.27,S770,2.4,344,1.2,3,FALSE,70,5,Fake
Clothing,106.29,S881,4.1,1507,2,5,FALSE,51,12,Fake
Watches,1439.28,S674,1.4,145,1.9,5,FALSE,48,10,Fake
Clothing,152.94,S155,1.4,2067,2.3,4,FALSE,19,6,Fake
Electronics,267.01,S946,1.3,2068,2.8,4,FALSE,4,14,Fake
Home,1095.32,S477,2,4696,4.2,1,TRUE,59,9,Fake
Home,732.81,S538,1.5,4939,1.8,5,TRUE,56,4,Fake
Footwear,475.56,S277,4.3,3415,1,4,FALSE,84,11,Fake
Watches,1268.84,S376,1,1395,2.7,1,TRUE,45,4,Fake
Electronics,523.57,S962,1,2880,2.1,2,FALSE,18,14,Fake
Watches,972.79,S314,4.1,260,1.8,4,TRUE,26,14,Fake
Watches,32.07,S349,2.2,1698,3.2,5,TRUE,24,4,Fake
Clothing,731.2,S196,2.4,2015,2,1,FALSE,74,13,Fake
Watches,106.94,S642,2.2,633,2.3,4,FALSE,83,1,Fake
Clothing,1478.6,S155,3.1,3714,1.3,3,TRUE,74,1,Fake
Electronics,1341.55,S258,1.1,426,2.4,4,TRUE,50,13,Fake
Clothing,391.32,S214,2.2,2038,3.2,3,FALSE,47,5,Fake
Electronics,875.78,S849,1.8,3635,4.2,1,TRUE,29,13,Fake
Home,13.52,S297,1.8,901,4.2,3,FALSE,74,7,Fake
Watches,1258.44,S332,1.9,3105,1.4,1,TRUE,24,2,Fake
Home,549.35,S667,1.3,95,1,3,FALSE,56,13,Fake
Footwear,1205.83,S331,2.5,3023,1.3,4,TRUE,46,3,Fake
Footwear,42.34,S401,3.3,1583,2.5,4,FALSE,56,5,Fake
Footwear,75.33,S582,1.3,2761,1.8,2,FALSE,87,10,Fake
Clothing,721.25,S208,2.3,928,1.4,3,TRUE,33,2,Fake
Clothing,178.9,S788,1.5,1746,3.1,1,TRUE,58,3,Fake
Clothing,710.49,S489,2.4,3456,2,1,TRUE,72,2,Fake
Footwear,414.14,S805,1.7,571,4.3,3,FALSE,40,15,Fake
Home,364.72,S805,2.7,2609,1.6,4,FALSE,54,5,Fake
Footwear,153.23,S318,2.9,853,4.7,3,FALSE,30,11,Fake
Electronics,1203.09,S639,1.9,112,2.1,3,FALSE,81,5,Fake
Footwear,1109.25,S467,1.7,174,2.3,3,TRUE,76,6,Fake
Watches,176.78,S765,3,536,3.5,5,FALSE,18,6,Fake
Footwear,231.95,S633,3.9,815,2.7,1,TRUE,74,3,Fake
Footwear,161.95,S751,1.3,1699,1.2,1,FALSE,42,4,Fake
Electronics,463.57,S698,4.3,858,2,1,FALSE,71,15,Fake
Watches,820.16,S198,1.9,1711,2.8,3,FALSE,50,3,Fake
Home,781.04,S429,1.2,1116,3.9,5,FALSE,62,8,Fake
Home,1442.68,S627,2.9,2900,1.9,1,FALSE,54,13,Fake
Home,512.07,S325,1.1,2006,3,1,TRUE,32,11,Fake
Home,1319.89,S114,2.1,3039,3.1,1,FALSE,18,13,Fake
Clothing,678.66,S809,2.2,2445,2.7,3,FALSE,31,3,Fake
Watches,1290.95,S865,2.1,2636,2.7,4,TRUE,57,5,Fake
Home,1265.93,S902,4.1,3550,2.4,5,FALSE,0,1,Fake
Footwear,43.52,S830,2.6,2939,2,4,FALSE,67,13,Fake
Electronics,1004.71,S209,4.2,3146,2.4,3,TRUE,71,11,Fake
Home,906.48,S415,2,2770,4.8,4,TRUE,63,5,Fake
Footwear,575.79,S529,2.1,4137,3.4,2,FALSE,87,5,Fake
Home,285.98,S891,1.3,721,4.4,2,FALSE,80,3,Fake
Footwear,418.54,S251,2.4,4611,1.4,5,FALSE,15,7,Fake
Home,675.09,S552,2.7,3749,2.7,4,TRUE,88,10,Fake
Electronics,292.69,S473,1.7,2073,1.5,5,TRUE,14,8,Fake
Home,1269.74,S967,1.1,2908,2.7,4,FALSE,73,2,Fake
Footwear,721.43,S592,4.7,909,2.1,3,FALSE,59,15,Fake
Home,487.86,S931,2.3,3032,2.6,2,FALSE,33,15,Fake
Home,541.84,S850,2.3,3878,2.6,4,TRUE,30,14,Fake
Footwear,14.8,S441,1.1,4630,4.6,2,TRUE,87,8,Fake
Home,302.85,S469,1.2,3948,3.4,4,TRUE,55,6,Fake
Watches,1024.34,S362,1.6,4022,1.4,3,TRUE,75,2,Fake
Watches,355.23,S951,4.9,4703,4.4,2,FALSE,79,5,Fake
Electronics,535.23,S261,2.7,4967,1.6,3,TRUE,88,8,Fake
Home,669.24,S618,3,2106,3,5,FALSE,78,2,Fake
Footwear,1118.05,S597,1.9,4208,1.2,1,FALSE,2,5,Fake
Electronics,1210.45,S680,1.3,4875,4.1,3,TRUE,88,4,Fake
Clothing,552.98,S641,4.7,2384,3.5,2,FALSE,40,1,Fake
Clothing,1220.79,S588,1.2,379,3.9,1,FALSE,35,10,Fake
Watches,628.13,S128,4.2,1910,1,1,FALSE,27,8,Fake
Home,1218.81,S774,1.2,46,1.4,3,TRUE,52,3,Fake
Home,1280.73,S985,1.6,2138,1.1,1,FALSE,9,4,Fake
Electronics,1244.72,S185,1.3,4563,3.8,1,TRUE,38,6,Fake
Footwear,233.01,S583,2.4,2239,1.7,3,FALSE,33,13,Fake
Home,997.76,S808,3,898,4.1,4,FALSE,33,15,Fake
Home,752.98,S610,1.4,948,2.2,5,TRUE,48,1,Fake
Clothing,546.32,S583,1.6,1848,3.4,4,FALSE,52,12,Fake
Electronics,384.85,S986,2.8,684,2.3,1,FALSE,55,1,Fake
Home,1461.14,S471,2.8,840,3.1,4,FALSE,61,13,Fake
Footwear,25.9,S750,3.4,1237,1.4,2,FALSE,22,12,Fake
Clothing,1135.46,S916,1.5,4359,1.9,1,TRUE,71,9,Fake
Electronics,1473.54,S755,1,3190,2.3,3,FALSE,30,14,Fake
Home,1432.44,S874,1,3527,1.2,3,FALSE,0,12,Fake
Home,248.11,S566,2.7,3017,1.5,2,TRUE,87,13,Fake
Electronics,290.91,S260,2,660,1.4,4,FALSE,86,13,Fake
Footwear,1082.14,S225,1.8,986,4.5,3,TRUE,65,1,Fake
Home,677.63,S623,2.9,1663,1.2,2,FALSE,22,14,Fake
Electronics,305.73,S387,1.6,1721,2,2,TRUE,13,11,Fake
Watches,157.92,S809,4.7,1135,1.4,5,FALSE,24,7,Fake
Watches,1024.59,S636,1.3,1307,2.9,1,FALSE,20,6,Fake
Home,1181.41,S719,2.8,1777,1.5,5,TRUE,67,4,Fake
Electronics,823.64,S970,2.4,2117,2,5,FALSE,70,10,Fake
Home,720.04,S800,2.2,199,3.1,5,TRUE,89,4,Fake
Electronics,1006.3,S497,4.9,2212,2.9,5,FALSE,32,4,Fake
Electronics,1464.29,S262,2.8,319,2.4,5,FALSE,52,7,Fake
Watches,216.98,S714,3.5,3979,3,3,FALSE,43,11,Fake
Footwear,233.04,S442,3.2,3456,2.6,2,TRUE,73,10,Fake
Watches,211.55,S835,2.7,2222,1.2,1,TRUE,40,13,Fake
Footwear,974.82,S132,1.2,632,1.6,4,FALSE,36,14,Fake
Electronics,1201.07,S177,2.1,297,3.3,1,TRUE,6,10,Fake
Watches,1253.45,S707,4.5,2530,2.4,3,TRUE,4,1,Fake
Clothing,1366.33,S352,3.5,1096,3.4,4,FALSE,90,5,Fake
Footwear,726.43,S905,4.5,4177,1.8,3,TRUE,72,13,Fake
Watches,42.46,S710,3.3,4579,2.2,2,TRUE,74,10,Fake
Home,350.61,S794,5,3103,2.4,1,TRUE,28,5,Fake
Footwear,93.25,S990,2.9,219,3.1,1,FALSE,83,4,Fake
Clothing,499.88,S764,2.2,2643,4.7,5,FALSE,41,10,Fake
Clothing,256.71,S927,1.6,4953,1.1,4,FALSE,13,6,Fake
Watches,1346.15,S165,3.5,3465,4,4,FALSE,46,11,Fake
Watches,1154.99,S459,1.5,1025,4.8,2,TRUE,83,13,Fake
Watches,674.64,S297,3.9,2543,4.4,3,FALSE,83,10,Fake
Electronics,1407.17,S191,3.6,3559,2.8,1,FALSE,45,10,Fake
Watches,134.55,S160,2.4,3548,3.1,5,TRUE,19,4,Fake
Home,1337.89,S536,4,1522,1.5,4,TRUE,53,14,Fake
Footwear,819.33,S100,4.8,4326,1.3,4,TRUE,74,4,Fake
Home,176.03,S988,1.2,913,4.4,1,FALSE,50,2,Fake
Clothing,774.54,S868,3,4235,2.2,4,FALSE,72,9,Fake
Footwear,1482.11,S116,1.5,1592,4.4,2,FALSE,57,14,Fake
Home,49.24,S550,3.4,2489,2.7,3,FALSE,76,5,Fake
Home,1339.88,S952,2.2,661,2.7,4,FALSE,12,2,Fake
Watches,1254.54,S384,1.7,16,2.6,4,TRUE,71,1,Fake
Footwear,273.19,S106,1.1,481,1.8,3,TRUE,66,14,Fake
Footwear,305.78,S384,2,1489,1.4,5,TRUE,15,2,Fake
Footwear,1210.92,S354,1.6,1677,2.9,1,TRUE,78,8,Fake
Watches,1346.87,S935,2.3,1805,1.6,2,FALSE,89,3,Fake
Clothing,530.66,S859,2.9,4719,4.5,3,FALSE,21,9,Fake
Footwear,264.33,S399,1.2,4432,1.6,4,TRUE,46,12,Fake
Watches,869.04,S988,3.9,3701,1.1,4,TRUE,80,11,Fake
Home,1088.68,S489,1.1,495,2.5,5,TRUE,86,3,Fake
Electronics,1254.96,S885,1.4,2339,4.7,4,FALSE,43,13,Fake
Home,1047.93,S531,1.8,3994,1.4,4,FALSE,1,9,Fake
Clothing,591.62,S947,2.3,2979,4.4,4,FALSE,34,13,Fake
Electronics,943.13,S492,1.6,1384,1.6,5,TRUE,35,13,Fake
Clothing,1075.5,S177,3.7,4131,1.2,3,TRUE,65,15,Fake
Home,107.9,S638,4.4,3870,2.1,2,TRUE,88,15,Fake
Electronics,117.53,S640,1.5,138,2.2,2,TRUE,63,14,Fake
Electronics,330.84,S559,4.8,1446,1.1,5,TRUE,76,5,Fake
Clothing,1463.44,S589,2.2,1650,2.4,4,FALSE,43,4,Fake
Electronics,486.93,S616,1.1,95,1.1,5,FALSE,13,7,Fake
Watches,547.26,S194,3.9,3526,3.1,1,FALSE,50,6,Fake
Footwear,386.26,S904,1.6,3842,1.5,5,FALSE,37,6,Fake
Watches,531.64,S581,1.8,2581,2.7,3,TRUE,57,12,Fake
Footwear,625.12,S195,1.2,4998,1.1,5,TRUE,33,6,Fake
Home,403.53,S540,3.7,3620,1.2,2,FALSE,0,8,Fake
Watches,1178.68,S113,1.7,2973,1.7,3,TRUE,84,11,Fake
Footwear,680.66,S290,5,4472,1.1,5,FALSE,38,15,Fake
Clothing,1028.38,S244,1,1520,4.8,5,FALSE,43,14,Fake
Home,1293.04,S676,4.2,4334,1.1,3,TRUE,67,14,Fake
Home,1104.34,S436,1.1,4010,4.5,5,FALSE,4,10,Fake
Watches,1457.62,S877,2.2,2272,1.1,4,TRUE,39,4,Fake
Watches,318.82,S758,2.2,953,4.1,3,FALSE,52,8,Fake
Footwear,1372.9,S739,1.7,3089,1.7,4,TRUE,21,12,Fake
Home,297.24,S176,1.8,3944,3.9,4,TRUE,52,2,Fake
Footwear,578.81,S274,1.1,1679,2,5,FALSE,29,12,Fake
Watches,805.35,S706,1.7,3296,1.9,1,TRUE,69,14,Fake
Clothing,957.12,S929,3.8,4574,1.4,1,FALSE,44,15,Fake
Electronics,374.08,S418,1.3,3879,4,4,FALSE,1,3,Fake
Footwear,1491.21,S583,1.6,2055,3.1,1,TRUE,43,12,Fake
Home,632,S649,1.3,4350,3,2,FALSE,78,11,Fake
Electronics,644.29,S456,2,2594,2,4,TRUE,31,13,Fake
Clothing,1490.16,S937,3.8,4082,3.2,1,FALSE,49,8,Fake
Electronics,1058.59,S179,4.4,4598,4.5,1,FALSE,37,8,Fake
Clothing,1480.95,S306,4,1049,2.1,4,FALSE,64,6,Fake
Watches,1074.57,S637,2.4,1131,3.8,3,FALSE,64,4,Fake
Watches,430.25,S375,2.1,35,1.7,4,FALSE,81,1,Fake
Watches,267.86,S440,4.2,4814,3.2,1,FALSE,13,12,Fake
Electronics,661.19,S941,3.2,78,3.1,4,FALSE,40,14,Fake
Electronics,1007.76,S872,1,2792,2.6,3,FALSE,61,4,Fake
Electronics,298.58,S181,2.8,3324,1.1,2,FALSE,37,12,Fake
Home,1056.55,S193,3,2403,1.9,4,FALSE,42,8,Fake
Footwear,595.87,S117,2.5,1560,2.1,2,FALSE,2,6,Fake
Home,244.53,S744,2.2,4823,4.8,5,FALSE,48,12,Fake
Footwear,672.92,S441,1.4,3197,1.5,5,TRUE,57,10,Fake
Watches,1174.65,S973,4,3974,1.5,2,TRUE,48,11,Fake
Clothing,1257.85,S413,2.3,195,4.7,5,FALSE,38,4,Fake
Home,571.83,S702,2.8,4681,2.1,1,TRUE,86,7,Fake
Electronics,192.08,S809,2,4784,1.2,5,FALSE,78,1,Fake
Footwear,705.03,S290,2.8,3708,1.6,3,FALSE,43,12,Fake
Home,104.98,S716,2.3,3768,4.3,2,FALSE,35,15,Fake
Footwear,206.61,S768,2.9,1395,1.2,5,TRUE,9,12,Fake
Watches,48.57,S748,2.4,4297,2.7,4,TRUE,4,15,Fake
Watches,472.96,S258,1.1,4517,2.1,3,FALSE,50,7,Fake
Watches,1245.81,S645,3.7,3463,4.2,1,FALSE,88,9,Fake
Home,759.46,S852,2.3,3066,3.8,5,TRUE,85,5,Fake
Clothing,34.47,S428,2,138,1.2,2,TRUE,13,10,Fake
Watches,15.28,S314,4.6,3665,1.4,5,FALSE,45,9,Fake
Home,1331.14,S394,1.8,170,3.5,3,FALSE,61,8,Fake
Footwear,1483.09,S824,1.1,2031,1.4,2,TRUE,83,1,Fake
Footwear,1212.93,S492,4.5,2193,1.8,1,FALSE,3,13,Fake
Home,153.67,S602,1.6,1070,4.4,3,FALSE,32,5,Fake
Electronics,81.88,S502,1.2,3720,4.8,2,FALSE,58,9,Fake
Home,117.88,S225,3.2,322,1.2,2,TRUE,64,11,Fake
Watches,251.73,S889,1.2,36,2.2,2,TRUE,33,15,Fake
Watches,512.95,S557,2.4,3556,4.2,1,FALSE,26,9,Fake
Clothing,507.4,S528,2.9,3699,1.5,1,FALSE,0,15,Fake
Footwear,828.39,S443,1.8,3822,2.2,2,FALSE,22,6,Fake
Clothing,96.35,S414,3,4024,1.6,5,FALSE,9,12,Fake
Home,1033.18,S744,4.4,1885,4.2,5,FALSE,11,7,Fake
Clothing,735.99,S401,4.6,2134,1.4,4,FALSE,49,3,Fake
Home,1120.33,S347,1.1,3334,2.1,3,TRUE,77,11,Fake
Clothing,1293.71,S291,2.4,787,1.5,5,FALSE,50,7,Fake
Electronics,1198.22,S737,2.8,2066,2,4,FALSE,43,12,Fake
Clothing,607.39,S725,2.6,2712,4.8,1,FALSE,75,3,Fake
Home,781.31,S217,1.9,2045,1.5,4,FALSE,5,8,Fake
Home,186.86,S993,1.1,1548,4.5,2,FALSE,13,8,Fake
Footwear,617,S926,2,845,3.6,5,TRUE,4,11,Fake
Watches,1493.44,S299,4.3,4928,1,5,TRUE,87,8,Fake
Clothing,956.47,S982,2.6,793,3.4,4,FALSE,71,12,Fake
Clothing,375.21,S530,2,1038,4.3,3,FALSE,16,9,Fake
Clothing,829.7,S494,2.3,1461,5,1,TRUE,70,1,Fake
Home,1332.35,S183,3.7,219,2.4,5,FALSE,46,4,Fake
Watches,1096.09,S101,1.4,4604,1.4,2,FALSE,19,5,Fake
Home,506.62,S235,3.7,4941,1.1,5,TRUE,86,1,Fake
Watches,407.88,S571,2.2,659,3,3,TRUE,5,11,Fake
Clothing,1274.97,S487,2.4,3680,2.4,3,FALSE,17,6,Fake
Clothing,471.72,S622,2.9,1836,1.2,1,TRUE,43,6,Fake
Footwear,1274.28,S344,2.1,4175,2.4,5,FALSE,81,11,Fake
Footwear,688.13,S393,4.3,2550,2.5,3,FALSE,27,13,Fake
Electronics,909,S442,3.6,537,3.1,5,FALSE,82,2,Fake
Watches,985.88,S456,2.3,2288,1.7,5,TRUE,85,4,Fake
Watches,448.82,S937,1.8,422,4.3,5,TRUE,75,9,Fake
Clothing,158.05,S364,1.9,3404,3.3,3,FALSE,32,10,Fake
Clothing,39.56,S426,3.8,4014,2.2,2,FALSE,43,10,Fake
Clothing,1301.56,S211,4.1,1980,2.4,3,TRUE,21,12,Fake
Footwear,878.67,S276,1.8,3029,3.8,1,TRUE,36,6,Fake
Watches,1376.42,S884,2.5,1467,4.2,4,FALSE,26,6,Fake
Electronics,791.75,S176,1.2,3115,1,4,FALSE,29,14,Fake
Clothing,426.95,S525,1,3074,4.9,2,TRUE,46,7,Fake
Watches,892.7,S660,3.7,4057,1.2,2,FALSE,19,2,Fake
Electronics,1020.23,S844,1.9,2875,4.4,1,FALSE,16,11,Fake
Clothing,310.91,S396,1.7,2064,2,1,FALSE,30,12,Fake
Clothing,437.99,S122,1.6,1077,4.1,1,TRUE,3,2,Fake
Home,1303.62,S569,3.3,2972,1.9,1,FALSE,0,9,Fake
Watches,900.15,S501,2,1945,2.5,2,FALSE,24,15,Fake
Footwear,710.13,S841,1.7,564,3,2,FALSE,23,10,Fake
Electronics,755.15,S433,1.7,1338,1.9,5,TRUE,49,3,Fake
Electronics,1294.08,S398,4.7,347,4.5,1,FALSE,38,2,Fake
Footwear,286.43,S258,2,3028,2.6,1,TRUE,73,12,Fake
Footwear,128.73,S925,4.7,177,2.4,1,FALSE,43,9,Fake
Clothing,1467.69,S749,1.3,1807,2.2,1,TRUE,61,2,Fake
Footwear,1194.37,S144,3.4,2745,3.7,4,TRUE,83,15,Fake
Electronics,1474.17,S854,1.1,4294,1.3,1,TRUE,4,2,Fake
Home,48.02,S362,3.3,447,3.6,1,FALSE,21,12,Fake
Watches,974.75,S373,1.5,4279,1.9,1,FALSE,51,1,Fake
Electronics,595.4,S762,4.4,2667,1,3,FALSE,23,6,Fake
Electronics,750.2,S611,4.6,1531,1.6,4,TRUE,41,12,Fake
Footwear,233.53,S464,2.1,1570,2.2,3,TRUE,19,7,Fake
Electronics,114.4,S884,1.7,1111,3.8,4,TRUE,34,4,Fake
Footwear,1201.98,S699,3.3,2358,4.1,2,FALSE,27,7,Fake
Home,1115.54,S417,3.4,4395,1.8,4,FALSE,78,1,Fake
Clothing,692.71,S145,4.1,211,1.8,5,TRUE,0,2,Fake
Home,527.77,S821,3.1,2896,1.5,4,FALSE,10,10,Fake
Electronics,1075.84,S769,2,4689,1.1,2,FALSE,75,3,Fake
Home,244.03,S307,2.2,642,2.3,2,TRUE,54,8,Fake
Home,1061.46,S232,3.9,3453,2.4,2,TRUE,71,14,Fake
Electronics,102.55,S827,4.1,1850,4.6,2,FALSE,40,2,Fake
Home,721.59,S491,2.3,1,1.5,3,FALSE,15,5,Fake
Footwear,30.68,S897,2.2,4179,4,5,TRUE,77,8,Fake
Footwear,362.93,S772,2.2,1388,1.7,1,FALSE,56,1,Fake
Watches,254.92,S556,1.2,1966,3,3,TRUE,66,8,Fake
Footwear,357.68,S767,4.9,2183,1.9,2,FALSE,30,9,Fake
Footwear,736.58,S414,2.8,3812,1.4,3,FALSE,70,8,Fake
Home,518.65,S516,1.5,3306,1.6,4,TRUE,48,15,Fake
Watches,220.01,S567,3.1,1413,1.8,3,TRUE,76,9,Fake
Electronics,291.77,S876,1.3,3616,2,3,FALSE,16,5,Fake
Electronics,525.33,S422,3.1,1521,4.4,1,TRUE,72,6,Fake
Watches,72.99,S197,3.8,3932,1,4,TRUE,47,9,Fake
Electronics,219.5,S694,2.2,4995,4.5,1,TRUE,78,14,Fake
Watches,1435.94,S757,4,2795,1.2,5,FALSE,69,15,Fake
Clothing,472.43,S975,1.1,2676,3.7,3,FALSE,66,1,Fake
Clothing,1231.96,S380,1.8,1968,2.7,3,FALSE,33,4,Fake
Electronics,636.61,S632,1.1,672,2.4,2,FALSE,2,10,Fake
Clothing,456.08,S746,4.4,1602,3.6,5,FALSE,26,3,Fake
Footwear,421.65,S817,2.3,2918,4.9,1,FALSE,72,12,Fake
Home,1480.76,S434,4.1,4422,4.3,3,FALSE,65,13,Fake
Home,854.64,S804,2.2,2906,1.8,1,FALSE,32,9,Fake
Home,1207.63,S362,4.9,4853,2.4,1,FALSE,1,6,Fake
Clothing,588.13,S906,2.7,4616,2.2,1,TRUE,0,2,Fake
Watches,271.07,S617,1.1,3986,2.1,5,TRUE,40,4,Fake
Home,520.68,S728,2.5,2214,1.6,1,FALSE,69,4,Fake
Footwear,128.56,S458,4,4690,3,1,FALSE,43,6,Fake
Clothing,465.17,S370,4.1,3928,4.7,2,TRUE,84,3,Fake
Clothing,123.34,S569,5,3145,2.3,1,TRUE,33,3,Fake
Footwear,778.38,S213,5,2000,1.4,3,FALSE,17,12,Fake
Electronics,100.09,S241,2.1,535,1.9,1,TRUE,14,4,Fake
Home,975.47,S413,1.3,1734,2.4,4,FALSE,37,10,Fake
Electronics,1296.73,S611,2.3,2917,3.5,2,TRUE,12,2,Fake
Home,1347.3,S910,1.4,3031,3,4,TRUE,30,10,Fake
Watches,394.67,S414,2.1,495,1.6,4,FALSE,65,10,Fake
Watches,183.92,S651,3.1,3335,1.3,2,FALSE,56,11,Fake
Clothing,964.48,S949,4.2,4259,1.4,4,FALSE,41,14,Fake
Clothing,423.16,S885,4.5,2882,2.4,4,FALSE,81,13,Fake
Watches,1177.69,S162,2.9,3620,3.6,3,FALSE,43,4,Fake
Electronics,732.55,S206,4.1,2147,1.4,4,TRUE,44,10,Fake
Watches,1369.68,S877,4.5,2209,1.9,3,TRUE,64,12,Fake
Clothing,285.41,S152,2.1,28,2.7,5,FALSE,5,8,Fake
Watches,664.29,S482,1.1,4698,2,2,TRUE,73,6,Fake
Electronics,1373.76,S632,2,2877,1.5,4,FALSE,74,15,Fake
Footwear,1421.99,S521,1.6,1527,1.4,3,TRUE,89,14,Fake
Electronics,570.7,S704,4.2,4723,2.6,3,FALSE,45,4,Fake
Watches,260.87,S246,3.2,2079,3.5,5,FALSE,64,10,Fake
Watches,1399.27,S268,3.2,3256,1.1,4,FALSE,88,11,Fake
Footwear,950.19,S232,2.9,2028,1.8,5,FALSE,7,3,Fake
Clothing,1424.5,S937,1.7,2246,2.6,3,FALSE,50,1,Fake
Footwear,136.69,S707,1.1,3314,2.3,4,TRUE,22,14,Fake
Clothing,377.68,S363,1.3,3629,2.3,4,FALSE,11,8,Fake
Home,332.27,S778,2.1,4208,1.8,2,FALSE,65,4,Fake
Electronics,1251.47,S690,1.7,3187,2.7,4,FALSE,82,9,Fake
Electronics,887.37,S527,2.3,416,1.1,2,TRUE,62,6,Fake
Clothing,991.93,S116,2.1,46,3.5,5,TRUE,30,15,Fake
Electronics,221.6,S214,1.9,3868,2.2,2,FALSE,72,4,Fake
Watches,1199.33,S627,1.3,2831,3.4,1,FALSE,9,11,Fake
Watches,356.53,S237,3.8,3967,1.7,2,TRUE,40,6,Fake
Footwear,1167.94,S501,3.5,4738,1.8,2,FALSE,32,6,Fake
Footwear,344.86,S695,2.7,38,4.8,3,FALSE,41,14,Fake
Watches,539.24,S733,4.8,4755,1.3,5,FALSE,52,10,Fake
Electronics,707.2,S882,2.1,2239,1.6,2,TRUE,23,11,Fake
Electronics,496.73,S132,3.6,4840,4.7,5,TRUE,71,6,Fake
Clothing,260.75,S203,1.1,2572,1.8,3,TRUE,27,6,Fake
Clothing,461.01,S596,4.2,4460,3.3,2,TRUE,4,7,Genuine
Clothing,1420.42,S706,4.6,2086,2.4,5,TRUE,22,15,Genuine
Footwear,696.68,S790,3.2,4693,4.8,1,TRUE,54,12,Genuine
Footwear,911.52,S209,4.7,2639,2,4,FALSE,12,4,Fake
Home,175.36,S328,2.7,2382,4.4,1,FALSE,12,7,Genuine
Footwear,369.1,S563,3.7,3965,4,2,FALSE,60,2,Fake
Footwear,16.05,S720,4,3070,4.9,1,TRUE,13,8,Genuine
Home,1285.83,S778,3.7,3695,1.6,5,FALSE,57,3,Genuine
Footwear,836.37,S273,3.5,533,3.5,1,FALSE,56,9,Genuine
Watches,1117.65,S671,2.5,2112,3,3,TRUE,14,10,Genuine
Footwear,377.68,S223,2.8,2743,2.3,1,FALSE,50,14,Fake
Electronics,1061.94,S654,4.4,2227,1.2,5,FALSE,16,14,Fake
Footwear,525.08,S528,4.3,470,3.3,1,FALSE,16,6,Genuine
Electronics,535.42,S301,2.6,460,1.9,3,FALSE,20,9,Genuine
Clothing,182.67,S315,1.6,3502,2.9,2,FALSE,25,15,Fake
Footwear,872.63,S992,3.4,3818,2.6,5,FALSE,65,15,Genuine
Home,221.22,S829,3.6,2209,1.9,4,TRUE,53,7,Fake
Watches,124.47,S931,1.5,3581,2.5,2,FALSE,76,13,Fake
Clothing,411.32,S478,4.2,3481,3.7,5,FALSE,64,13,Genuine
Home,811.8,S341,4.1,500,3.4,4,TRUE,66,6,Genuine
Footwear,675.54,S309,3.8,2451,4.6,1,FALSE,72,12,Fake
Clothing,540.77,S417,3.9,271,3.3,4,FALSE,18,5,Genuine
Home,746.99,S133,2.2,3031,1.6,4,FALSE,2,4,Fake
Watches,576.74,S933,4.2,1896,1.2,4,FALSE,73,13,Genuine
Footwear,1003.98,S100,3.3,3237,3.8,3,TRUE,79,14,Genuine
Watches,1241.58,S333,2.1,3343,1.4,1,FALSE,15,12,Fake
Watches,774.93,S677,1.6,431,3.4,3,TRUE,89,4,Genuine
Electronics,881.86,S464,1.2,767,2.2,3,FALSE,22,10,Fake
Footwear,489.78,S346,2.9,1538,3.8,1,FALSE,78,15,Genuine
Watches,476.83,S657,2.1,1117,4.3,2,TRUE,26,14,Genuine
Home,1338.52,S847,4.5,2806,1.3,1,TRUE,37,9,Fake
Electronics,215.44,S191,1.8,962,2.7,1,FALSE,84,13,Genuine
Footwear,71.12,S474,3.6,4636,2,3,TRUE,62,11,Genuine
Clothing,434.21,S803,3.6,347,4.8,4,TRUE,70,12,Genuine
Electronics,247.81,S920,2.5,138,4.5,2,TRUE,28,2,Genuine
Watches,1487.19,S781,3.1,695,3.6,1,TRUE,19,15,Genuine
Home,369.08,S508,5,3929,4.6,2,FALSE,57,10,Genuine
Clothing,640.4,S376,3.6,569,3.4,2,FALSE,37,15,Genuine
Clothing,592.13,S706,4.9,3212,1.7,1,TRUE,29,9,Genuine
Home,95.79,S172,2.9,2826,3.5,3,FALSE,1,10,Fake
Electronics,936.93,S473,4.1,1134,3.1,4,TRUE,78,6,Genuine
Electronics,580.59,S835,2.9,1803,1.9,5,TRUE,56,7,Genuine
Footwear,1422.57,S402,3.2,429,4.4,3,FALSE,50,9,Genuine
Clothing,1444.64,S470,3.2,2713,4,1,TRUE,0,11,Genuine
Footwear,461.08,S415,3.2,2539,3,2,TRUE,57,5,Genuine
Electronics,1284.66,S577,1.1,1546,3.7,2,TRUE,83,8,Fake
Home,91.43,S452,4.1,4890,4.8,5,TRUE,73,2,Fake
Clothing,19.29,S380,1.4,427,1.9,4,TRUE,65,13,Fake
